"task_id","unit_id","assignment_id","session_id","dt_start","key"
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843527206,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843527763,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843528257,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843528301,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843528328,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843528764,38
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843531042,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843531524,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843535682,86
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843536313,85
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843536655,78
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843537246,71
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843537570,32
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843538242,84
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843538559,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843539057,85
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843542623,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843542878,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843543476,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843544465,39
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843544967,8
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843546403,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843546593,84
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843547723,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843548031,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843548242,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843548453,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843548654,37
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843550040,8
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843551003,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843551289,86
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843559765,53
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843560129,51
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843560293,53
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843562453,32
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843565137,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843565437,69
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843566304,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843566325,83
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843566795,84
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843568102,32
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843569371,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843569661,83
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843569992,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843570499,78
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843570909,84
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843571452,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843572339,32
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573313,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573800,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573832,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573870,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573900,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843573934,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574143,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574144,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574145,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574145,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574147,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574147,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574161,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574202,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574229,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574264,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574741,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574742,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574742,67
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843574836,76
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843575126,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843575592,82
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843576019,65
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843576484,32
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843577449,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843577950,16
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843577978,83
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843578376,84
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843582629,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843587122,48
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843588043,52
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843588616,191
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843589108,48
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843589670,51
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843590427,191
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843593984,50
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843594577,48
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843594811,49
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843595240,51
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843606841,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843607478,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843613302,51
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843613927,57
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843614860,190
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843615319,49
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843615809,53
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843620528,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621023,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621061,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621091,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621124,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621157,40
854546,867354612," 2278e413-2459-4a50-bdd7-7eeaef344946",58331,1453843621194,40
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841721624,86
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841721836,85
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722080,78
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722249,71
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722443,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722596,84
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722666,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841722845,85
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841723444,9
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841726171,53
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841726314,51
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841726474,53
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841727621,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841728150,69
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841728237,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841728429,83
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841728719,84
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841729058,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841734064,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841734240,83
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841734324,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841734665,78
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841734949,84
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841735077,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841735253,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841735859,67
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841736344,76
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841736428,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841736653,82
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841736824,65
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841737013,32
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841737752,83
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841737952,84
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841738774,9
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841742581,48
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841742761,52
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841746628,17
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841747105,17
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841747509,17
854546,867354612," 48202d8a-44ca-47b4-ae3a-360609a52229",196706,1453841747768,86
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842136000,20
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842136769,79
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842137062,77
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842137592,65
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842137967,75
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842138438,65
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842138669,83
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842138984,69
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842139398,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842139610,66
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842140031,85
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842140440,82
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842141040,71
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842141299,69
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842141539,82
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842145393,20
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842156638,50
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842157262,48
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842157432,48
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842157782,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842158514,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842158939,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842158957,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842158983,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842159015,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842159023,84
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842159622,85
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842160325,82
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842160806,70
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842161369,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842162630,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163139,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163143,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163221,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163224,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163229,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163298,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163360,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163364,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163372,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163410,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163464,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163499,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163502,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163512,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163545,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163574,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163607,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163641,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842163664,67
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842164366,76
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842164709,85
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842165049,66
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842165305,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842165772,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166365,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166370,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166374,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166382,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166443,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166447,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166498,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166576,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842166577,82
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842167157,79
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842167670,65
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842167912,68
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842173766,188
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842173995,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842174496,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842174978,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842175012,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842175091,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842175095,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842175198,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842175202,51
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842176414,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842176910,48
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842177590,49
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842178421,189
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842179069,49
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842179894,53
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842187450,32
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842188670,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189159,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189285,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189293,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189311,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189312,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189312,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189350,16
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842189353,84
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842190007,72
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842190527,69
854546,867354614," 41f05014-f15e-4973-a41e-620faf8b3ee0",362365,1453842190816,32
